id,station_name,line_number,congestion_level,passenger_count,timestamp,date,hour,minute,day_of_week,day_name,is_weekend,time_period,is_rush_hour,congestion_status,congestion_grade,rolling_mean,rolling_std,prev_congestion,congestion_change,z_score,is_anomaly
9733,신림역,2,85.68,222,2025-11-19 21:22:55.197672,2025-11-19,21,22,2,Wednesday,False,평시,False,VERY_HIGH,4,65.73,22.6,79.62,6.06,1.63,False
38,신림역,2,69.78,224,2025-11-19 21:44:55.197672,2025-11-19,21,44,2,Wednesday,False,평시,False,HIGH,3,72.66,14.84,85.68,-15.9,0.986,False
2133,신림역,2,66.93,202,2025-11-19 22:12:55.197672,2025-11-19,22,12,2,Wednesday,False,평시,False,HIGH,3,76.42,7.8,69.78,-2.85,0.87,False
3790,신림역,2,33.31,91,2025-11-19 23:37:55.197672,2025-11-19,23,37,2,Wednesday,False,평시,False,MEDIUM,2,67.06,20.32,66.93,-33.62,-0.492,False
4939,신림역,2,49.28,136,2025-11-20 02:53:55.197672,2025-11-20,2,53,3,Thursday,False,심야,False,MEDIUM,2,61.0,20.16,33.31,15.97,0.155,False
4170,신림역,2,47.29,118,2025-11-20 03:09:55.197672,2025-11-20,3,9,3,Thursday,False,심야,False,MEDIUM,2,53.32,15.08,49.28,-1.99,0.074,False
5299,신림역,2,54.2,159,2025-11-20 03:32:55.197672,2025-11-20,3,32,3,Thursday,False,심야,False,HIGH,3,50.2,12.15,47.29,6.91,0.354,False
4274,신림역,2,91.0,243,2025-11-20 07:31:55.197672,2025-11-20,7,31,3,Thursday,False,출근,True,VERY_HIGH,4,55.02,21.56,54.2,36.8,1.845,False
7922,신림역,2,39.1,126,2025-11-20 10:12:55.197672,2025-11-20,10,12,3,Thursday,False,평시,False,MEDIUM,2,56.17,20.22,91.0,-51.9,-0.257,False
6107,신림역,2,19.86,64,2025-11-20 12:09:55.197672,2025-11-20,12,9,3,Thursday,False,점심,False,LOW,1,50.29,26.14,39.1,-19.24,-1.037,False
9297,신림역,2,18.27,60,2025-11-20 14:22:55.197672,2025-11-20,14,22,3,Thursday,False,평시,False,LOW,1,44.49,29.92,19.86,-1.59,-1.101,False
4984,신림역,2,15.24,49,2025-11-20 14:31:55.197672,2025-11-20,14,31,3,Thursday,False,평시,False,LOW,1,36.69,31.77,18.27,-3.03,-1.224,False
4083,신림역,2,19.91,68,2025-11-20 16:29:55.197672,2025-11-20,16,29,3,Thursday,False,평시,False,LOW,1,22.48,9.48,15.24,4.67,-1.035,False
1737,신림역,2,81.23,275,2025-11-20 21:35:55.197672,2025-11-20,21,35,3,Thursday,False,평시,False,VERY_HIGH,4,30.9,28.2,19.91,61.32,1.45,False
7897,신림역,2,84.95,235,2025-11-20 22:22:55.197672,2025-11-20,22,22,3,Thursday,False,평시,False,VERY_HIGH,4,43.92,35.82,81.23,3.72,1.6,False
9567,신림역,2,76.52,224,2025-11-20 22:29:55.197672,2025-11-20,22,29,3,Thursday,False,평시,False,VERY_HIGH,4,55.57,34.85,84.95,-8.43,1.259,False
44,신림역,2,81.78,276,2025-11-20 22:43:55.197672,2025-11-20,22,43,3,Thursday,False,평시,False,VERY_HIGH,4,68.88,27.54,76.52,5.26,1.472,False
4847,신림역,2,50.58,145,2025-11-21 03:25:55.197672,2025-11-21,3,25,4,Friday,False,심야,False,HIGH,3,75.01,13.99,81.78,-31.2,0.208,False
4020,신림역,2,31.52,100,2025-11-21 06:54:55.197672,2025-11-21,6,54,4,Friday,False,평시,False,MEDIUM,2,65.07,23.14,50.58,-19.06,-0.565,False
4006,신림역,2,75.89,217,2025-11-21 08:43:55.197672,2025-11-21,8,43,4,Friday,False,출근,True,VERY_HIGH,4,63.26,21.49,31.52,44.37,1.233,False
7453,신림역,2,8.08,26,2025-11-21 11:06:55.197672,2025-11-21,11,6,4,Friday,False,평시,False,LOW,1,49.57,30.73,75.89,-67.81,-1.514,False
4126,신림역,2,15.23,39,2025-11-21 12:14:55.197672,2025-11-21,12,14,4,Friday,False,점심,False,LOW,1,36.26,27.54,8.08,7.15,-1.225,False
9657,신림역,2,15.64,49,2025-11-21 12:16:55.197672,2025-11-21,12,16,4,Friday,False,점심,False,LOW,1,29.27,27.43,15.23,0.41,-1.208,False
21,신림역,2,19.58,63,2025-11-21 13:02:55.197672,2025-11-21,13,2,4,Friday,False,점심,False,LOW,1,26.88,27.71,15.64,3.94,-1.048,False
367,신림역,2,7.31,25,2025-11-21 15:45:55.197672,2025-11-21,15,45,4,Friday,False,평시,False,LOW,1,13.17,5.28,19.58,-12.27,-1.545,False
1383,신림역,2,47.55,119,2025-11-21 18:17:55.197672,2025-11-21,18,17,4,Friday,False,퇴근,True,MEDIUM,2,21.06,15.46,7.31,40.24,0.085,False
2797,신림역,2,45.71,126,2025-11-21 18:22:55.197672,2025-11-21,18,22,4,Friday,False,퇴근,True,MEDIUM,2,27.16,18.33,47.55,-1.84,0.01,False
2645,신림역,2,35.17,100,2025-11-21 18:31:55.197672,2025-11-21,18,31,4,Friday,False,퇴근,True,MEDIUM,2,31.06,17.32,45.71,-10.54,-0.417,False
517,신림역,2,54.78,175,2025-11-22 01:46:55.197672,2025-11-22,1,46,5,Saturday,True,심야,False,HIGH,3,38.1,18.59,35.17,19.61,0.378,False
9081,신림역,2,31.61,84,2025-11-22 02:47:55.197672,2025-11-22,2,47,5,Saturday,True,심야,False,MEDIUM,2,42.96,9.46,54.78,-23.17,-0.561,False
2877,신림역,2,47.56,129,2025-11-22 04:22:55.197672,2025-11-22,4,22,5,Saturday,True,심야,False,MEDIUM,2,42.97,9.46,31.61,15.95,0.085,False
9376,신림역,2,45.26,118,2025-11-22 05:22:55.197672,2025-11-22,5,22,5,Saturday,True,심야,False,MEDIUM,2,42.88,9.43,47.56,-2.3,-0.008,False
5187,신림역,2,90.34,251,2025-11-22 08:25:55.197672,2025-11-22,8,25,5,Saturday,True,출근,True,VERY_HIGH,4,53.91,22.02,45.26,45.08,1.819,False
3847,신림역,2,71.07,219,2025-11-22 09:10:55.197672,2025-11-22,9,10,5,Saturday,True,출근,True,VERY_HIGH,4,57.17,23.35,90.34,-19.27,1.038,False
9609,신림역,2,73.89,249,2025-11-22 09:18:55.197672,2025-11-22,9,18,5,Saturday,True,출근,True,VERY_HIGH,4,65.62,19.04,71.07,2.82,1.152,False
9596,신림역,2,37.54,124,2025-11-22 10:50:55.197672,2025-11-22,10,50,5,Saturday,True,평시,False,MEDIUM,2,63.62,21.75,73.89,-36.35,-0.321,False
9199,신림역,2,18.35,61,2025-11-22 13:34:55.197672,2025-11-22,13,34,5,Saturday,True,점심,False,LOW,1,58.24,29.41,37.54,-19.19,-1.098,False
6796,신림역,2,10.4,33,2025-11-22 13:43:55.197672,2025-11-22,13,43,5,Saturday,True,점심,False,LOW,1,42.25,29.32,18.35,-7.95,-1.42,False
790,신림역,2,7.74,21,2025-11-22 14:47:55.197672,2025-11-22,14,47,5,Saturday,True,평시,False,LOW,1,29.58,27.38,10.4,-2.66,-1.528,False
4118,신림역,2,6.37,18,2025-11-22 16:04:55.197672,2025-11-22,16,4,5,Saturday,True,평시,False,LOW,1,16.08,12.86,7.74,-1.37,-1.583,False
5848,신림역,2,39.46,129,2025-11-22 19:41:55.197672,2025-11-22,19,41,5,Saturday,True,퇴근,True,MEDIUM,2,16.46,13.67,6.37,33.09,-0.243,False
8868,신림역,2,39.52,134,2025-11-22 19:41:55.197672,2025-11-22,19,41,5,Saturday,True,퇴근,True,MEDIUM,2,20.7,17.22,39.46,0.06,-0.24,False
8763,신림역,2,67.29,195,2025-11-22 22:31:55.197672,2025-11-22,22,31,5,Saturday,True,평시,False,HIGH,3,32.08,25.51,39.52,27.77,0.885,False
3300,신림역,2,80.13,262,2025-11-22 22:58:55.197672,2025-11-22,22,58,5,Saturday,True,평시,False,VERY_HIGH,4,46.55,28.6,67.29,12.84,1.405,False
9907,신림역,2,31.18,107,2025-11-23 00:26:55.197672,2025-11-23,0,26,6,Sunday,True,심야,False,MEDIUM,2,51.52,21.04,80.13,-48.95,-0.578,False
8372,신림역,2,31.3,100,2025-11-23 05:33:55.197672,2025-11-23,5,33,6,Sunday,True,심야,False,MEDIUM,2,49.88,22.47,31.18,0.12,-0.573,False
9917,신림역,2,31.46,107,2025-11-23 05:39:55.197672,2025-11-23,5,39,6,Sunday,True,심야,False,MEDIUM,2,48.27,23.66,31.3,0.16,-0.567,False
9876,신림역,2,79.45,238,2025-11-23 08:24:55.197672,2025-11-23,8,24,6,Sunday,True,출근,True,VERY_HIGH,4,50.7,26.55,31.46,47.99,1.377,False
3306,신림역,2,15.24,41,2025-11-23 13:04:55.197672,2025-11-23,13,4,6,Sunday,True,점심,False,LOW,1,37.73,24.34,79.45,-64.21,-1.224,False
8809,신림역,2,11.33,33,2025-11-23 16:58:55.197672,2025-11-23,16,58,6,Sunday,True,평시,False,LOW,1,33.76,27.13,15.24,-3.91,-1.383,False
4178,신촌역,2,47.83,119,2025-10-24 17:25:55.197672,2025-10-24,17,25,4,Friday,False,평시,False,MEDIUM,2,47.83,,,,0.096,False
3317,신촌역,2,41.85,113,2025-10-24 17:43:55.197672,2025-10-24,17,43,4,Friday,False,평시,False,MEDIUM,2,44.84,4.23,47.83,-5.98,-0.146,False
9858,신촌역,2,52.72,175,2025-10-24 19:09:55.197672,2025-10-24,19,9,4,Friday,False,퇴근,True,HIGH,3,47.47,5.44,41.85,10.87,0.294,False
2648,신촌역,2,43.08,139,2025-10-24 23:53:55.197672,2025-10-24,23,53,4,Friday,False,평시,False,MEDIUM,2,46.37,4.96,52.72,-9.64,-0.096,False
4257,신촌역,2,48.41,145,2025-10-25 01:56:55.197672,2025-10-25,1,56,5,Saturday,True,심야,False,MEDIUM,2,46.78,4.39,43.08,5.33,0.12,False
770,신촌역,2,51.18,145,2025-10-25 02:17:55.197672,2025-10-25,2,17,5,Saturday,True,심야,False,HIGH,3,47.45,4.82,48.41,2.77,0.232,False
616,신촌역,2,62.08,174,2025-10-25 04:31:55.197672,2025-10-25,4,31,5,Saturday,True,심야,False,HIGH,3,51.49,6.96,51.18,10.9,0.674,False
8910,신촌역,2,34.36,101,2025-10-25 05:06:55.197672,2025-10-25,5,6,5,Saturday,True,심야,False,MEDIUM,2,47.82,10.23,62.08,-27.72,-0.449,False
7834,신촌역,2,42.27,138,2025-10-25 05:08:55.197672,2025-10-25,5,8,5,Saturday,True,심야,False,MEDIUM,2,47.66,10.33,34.36,7.91,-0.129,False
5296,신촌역,2,45.61,143,2025-10-25 05:34:55.197672,2025-10-25,5,34,5,Saturday,True,심야,False,MEDIUM,2,47.1,10.35,42.27,3.34,0.006,False
4975,신촌역,2,6.43,19,2025-10-25 11:28:55.197672,2025-10-25,11,28,5,Saturday,True,평시,False,LOW,1,38.15,20.41,45.61,-39.18,-1.581,False
8361,신촌역,2,8.22,26,2025-10-25 12:11:55.197672,2025-10-25,12,11,5,Saturday,True,점심,False,LOW,1,27.38,18.77,6.43,1.79,-1.509,False
8682,신촌역,2,13.7,35,2025-10-25 12:31:55.197672,2025-10-25,12,31,5,Saturday,True,점심,False,LOW,1,23.25,19.12,8.22,5.48,-1.286,False
6808,신촌역,2,17.55,47,2025-10-25 13:27:55.197672,2025-10-25,13,27,5,Saturday,True,점심,False,LOW,1,18.3,15.89,13.7,3.85,-1.131,False
3897,신촌역,2,16.04,54,2025-10-25 14:42:55.197672,2025-10-25,14,42,5,Saturday,True,평시,False,LOW,1,12.39,4.86,17.55,-1.51,-1.192,False
9479,신촌역,2,45.89,157,2025-10-25 18:44:55.197672,2025-10-25,18,44,5,Saturday,True,퇴근,True,MEDIUM,2,20.28,14.75,16.04,29.85,0.018,False
9778,신촌역,2,45.46,117,2025-10-25 23:16:55.197672,2025-10-25,23,16,5,Saturday,True,평시,False,MEDIUM,2,27.73,16.44,45.89,-0.43,0.0,False
222,신촌역,2,40.54,131,2025-10-25 23:45:55.197672,2025-10-25,23,45,5,Saturday,True,평시,False,MEDIUM,2,33.1,15.04,45.46,-4.92,-0.199,False
2015,신촌역,2,54.0,181,2025-10-26 00:21:55.197672,2025-10-26,0,21,6,Sunday,True,심야,False,HIGH,3,40.39,14.44,40.54,13.46,0.346,False
8720,신촌역,2,50.82,140,2025-10-26 00:21:55.197672,2025-10-26,0,21,6,Sunday,True,심야,False,HIGH,3,47.34,5.2,54.0,-3.18,0.217,False
3216,신촌역,2,42.32,120,2025-10-26 01:28:55.197672,2025-10-26,1,28,6,Sunday,True,심야,False,MEDIUM,2,46.63,5.68,50.82,-8.5,-0.127,False
248,신촌역,2,54.61,181,2025-10-26 04:12:55.197672,2025-10-26,4,12,6,Sunday,True,심야,False,HIGH,3,48.46,6.61,42.32,12.29,0.371,False
80,신촌역,2,71.2,193,2025-10-26 07:50:55.197672,2025-10-26,7,50,6,Sunday,True,출근,True,VERY_HIGH,4,54.59,10.5,54.61,16.59,1.043,False
9676,신촌역,2,73.73,198,2025-10-26 09:30:55.197672,2025-10-26,9,30,6,Sunday,True,출근,True,VERY_HIGH,4,58.54,13.5,71.2,2.53,1.146,False
9407,신촌역,2,70.1,190,2025-10-26 09:53:55.197672,2025-10-26,9,53,6,Sunday,True,출근,True,VERY_HIGH,4,62.39,13.5,73.73,-3.63,0.999,False
2406,신촌역,2,88.25,225,2025-10-26 09:56:55.197672,2025-10-26,9,56,6,Sunday,True,출근,True,VERY_HIGH,4,71.58,11.97,70.1,18.15,1.734,False
1407,신촌역,2,11.21,36,2025-10-26 11:22:55.197672,2025-10-26,11,22,6,Sunday,True,평시,False,LOW,1,62.9,29.8,88.25,-77.04,-1.387,False
2037,신촌역,2,8.82,25,2025-10-26 11:48:55.197672,2025-10-26,11,48,6,Sunday,True,평시,False,LOW,1,50.42,37.52,11.21,-2.39,-1.484,False
1950,신촌역,2,11.78,36,2025-10-26 14:40:55.197672,2025-10-26,14,40,6,Sunday,True,평시,False,LOW,1,38.03,38.12,8.82,2.96,-1.364,False
6174,신촌역,2,6.7,19,2025-10-26 15:12:55.197672,2025-10-26,15,12,6,Sunday,True,평시,False,LOW,1,25.35,35.22,11.78,-5.08,-1.57,False
2431,신촌역,2,5.35,16,2025-10-26 16:31:55.197672,2025-10-26,16,31,6,Sunday,True,평시,False,LOW,1,8.77,2.78,6.7,-1.35,-1.625,False
5941,신촌역,2,40.01,111,2025-10-26 17:38:55.197672,2025-10-26,17,38,6,Sunday,True,평시,False,MEDIUM,2,14.53,14.45,5.35,34.66,-0.221,False
2058,신촌역,2,35.04,115,2025-10-26 18:10:55.197672,2025-10-26,18,10,6,Sunday,True,퇴근,True,MEDIUM,2,19.78,16.47,40.01,-4.97,-0.422,False
1385,신촌역,2,42.6,121,2025-10-26 19:23:55.197672,2025-10-26,19,23,6,Sunday,True,퇴근,True,MEDIUM,2,25.94,18.39,35.04,7.56,-0.116,False
1797,신촌역,2,68.95,192,2025-10-26 22:06:55.197672,2025-10-26,22,6,6,Sunday,True,평시,False,HIGH,3,38.39,22.68,42.6,26.35,0.952,False
8668,신촌역,2,68.22,182,2025-10-26 22:27:55.197672,2025-10-26,22,27,6,Sunday,True,평시,False,HIGH,3,50.96,16.32,68.95,-0.73,0.922,False
6577,신촌역,2,87.34,234,2025-10-26 22:33:55.197672,2025-10-26,22,33,6,Sunday,True,평시,False,VERY_HIGH,4,60.43,21.33,68.22,19.12,1.697,False
1012,신촌역,2,67.46,223,2025-10-26 22:47:55.197672,2025-10-26,22,47,6,Sunday,True,평시,False,HIGH,3,66.91,15.93,87.34,-19.88,0.892,False
2972,신촌역,2,88.99,259,2025-10-26 22:59:55.197672,2025-10-26,22,59,6,Sunday,True,평시,False,VERY_HIGH,4,76.19,10.96,67.46,21.53,1.764,False
7012,신촌역,2,52.29,151,2025-10-26 23:28:55.197672,2025-10-26,23,28,6,Sunday,True,평시,False,HIGH,3,72.86,15.36,88.99,-36.7,0.277,False
391,신촌역,2,45.35,136,2025-10-27 00:40:55.197672,2025-10-27,0,40,0,Monday,False,심야,False,MEDIUM,2,68.29,19.84,52.29,-6.94,-0.004,False
1922,신촌역,2,56.82,165,2025-10-27 04:28:55.197672,2025-10-27,4,28,0,Monday,False,심야,False,HIGH,3,62.18,17.0,45.35,11.47,0.461,False
5511,신촌역,2,61.83,199,2025-10-27 04:39:55.197672,2025-10-27,4,39,0,Monday,False,심야,False,HIGH,3,61.06,16.75,56.82,5.01,0.664,False
9965,신촌역,2,53.92,139,2025-10-27 04:46:55.197672,2025-10-27,4,46,0,Monday,False,심야,False,HIGH,3,54.04,6.06,61.83,-7.91,0.343,False
9708,신촌역,2,54.69,145,2025-10-27 06:34:55.197672,2025-10-27,6,34,0,Monday,False,평시,False,HIGH,3,54.52,5.98,53.92,0.77,0.374,False
8352,신촌역,2,36.45,97,2025-10-27 06:42:55.197672,2025-10-27,6,42,0,Monday,False,평시,False,MEDIUM,2,52.74,9.62,54.69,-18.24,-0.365,False
1921,신촌역,2,94.46,243,2025-10-27 09:01:55.197672,2025-10-27,9,1,0,Monday,False,출근,True,VERY_HIGH,4,60.27,21.27,36.45,58.01,1.986,False
6949,신촌역,2,45.27,137,2025-10-27 10:59:55.197672,2025-10-27,10,59,0,Monday,False,평시,False,MEDIUM,2,56.96,22.24,94.46,-49.19,-0.007,False
5529,신촌역,2,9.78,32,2025-10-27 11:38:55.197672,2025-10-27,11,38,0,Monday,False,평시,False,LOW,1,48.13,30.84,45.27,-35.49,-1.445,False
6386,신촌역,2,13.31,39,2025-10-27 12:51:55.197672,2025-10-27,12,51,0,Monday,False,점심,False,LOW,1,39.85,34.03,9.78,3.53,-1.302,False
2439,신촌역,2,13.4,42,2025-10-27 14:40:55.197672,2025-10-27,14,40,0,Monday,False,평시,False,LOW,1,35.24,36.1,13.31,0.09,-1.299,False
7518,신촌역,2,18.51,59,2025-10-27 17:00:55.197672,2025-10-27,17,0,0,Monday,False,평시,False,LOW,1,20.05,14.44,13.4,5.11,-1.092,False
2417,신촌역,2,30.94,104,2025-10-27 17:05:55.197672,2025-10-27,17,5,0,Monday,False,평시,False,MEDIUM,2,17.19,8.29,18.51,12.43,-0.588,False
2079,신촌역,2,33.66,113,2025-10-27 19:07:55.197672,2025-10-27,19,7,0,Monday,False,퇴근,True,MEDIUM,2,21.96,9.72,30.94,2.72,-0.478,False
5775,신촌역,2,64.37,203,2025-10-27 21:40:55.197672,2025-10-27,21,40,0,Monday,False,평시,False,HIGH,3,32.18,19.87,33.66,30.71,0.766,False
6026,신촌역,2,53.88,175,2025-10-28 01:37:55.197672,2025-10-28,1,37,1,Tuesday,False,심야,False,HIGH,3,40.27,18.51,64.37,-10.49,0.341,False
2663,신촌역,2,88.67,252,2025-10-28 07:11:55.197672,2025-10-28,7,11,1,Tuesday,False,출근,True,VERY_HIGH,4,54.3,23.74,53.88,34.79,1.751,False
8133,신촌역,2,5.66,14,2025-10-28 14:05:55.197672,2025-10-28,14,5,1,Tuesday,False,평시,False,LOW,1,49.25,31.41,88.67,-83.01,-1.612,False
8820,신촌역,2,8.34,22,2025-10-28 15:16:55.197672,2025-10-28,15,16,1,Tuesday,False,평시,False,LOW,1,44.18,36.23,5.66,2.68,-1.504,False
2514,신촌역,2,13.84,39,2025-10-28 16:59:55.197672,2025-10-28,16,59,1,Tuesday,False,평시,False,LOW,1,34.08,36.24,8.34,5.5,-1.281,False
6717,신촌역,2,41.66,121,2025-10-28 18:46:55.197672,2025-10-28,18,46,1,Tuesday,False,퇴근,True,MEDIUM,2,31.63,34.96,13.84,27.82,-0.154,False
8626,신촌역,2,32.32,88,2025-10-28 19:40:55.197672,2025-10-28,19,40,1,Tuesday,False,퇴근,True,MEDIUM,2,20.36,15.81,41.66,-9.34,-0.532,False
9824,신촌역,2,62.94,177,2025-10-29 04:27:55.197672,2025-10-29,4,27,2,Wednesday,False,심야,False,HIGH,3,31.82,22.02,32.32,30.62,0.708,False
4694,신촌역,2,34.71,118,2025-10-29 05:34:55.197672,2025-10-29,5,34,2,Wednesday,False,심야,False,MEDIUM,2,37.09,17.73,62.94,-28.23,-0.435,False
7128,신촌역,2,42.82,112,2025-10-29 05:47:55.197672,2025-10-29,5,47,2,Wednesday,False,심야,False,MEDIUM,2,42.89,12.06,34.71,8.11,-0.107,False
523,신촌역,2,44.55,138,2025-10-29 06:04:55.197672,2025-10-29,6,4,2,Wednesday,False,평시,False,MEDIUM,2,43.47,12.06,42.82,1.73,-0.037,False
1507,신촌역,2,45.85,156,2025-10-29 06:07:55.197672,2025-10-29,6,7,2,Wednesday,False,평시,False,MEDIUM,2,46.17,10.33,44.55,1.3,0.016,False
997,신촌역,2,74.26,205,2025-10-29 08:59:55.197672,2025-10-29,8,59,2,Wednesday,False,출근,True,VERY_HIGH,4,48.44,15.07,45.85,28.41,1.167,False
7881,신촌역,2,74.46,202,2025-10-29 08:59:55.197672,2025-10-29,8,59,2,Wednesday,False,출근,True,VERY_HIGH,4,56.39,16.44,74.26,0.2,1.175,False
8858,신촌역,2,68.73,179,2025-10-29 09:13:55.197672,2025-10-29,9,13,2,Wednesday,False,출근,True,HIGH,3,61.57,15.13,74.46,-5.73,0.943,False
4223,신촌역,2,50.72,172,2025-10-29 10:46:55.197672,2025-10-29,10,46,2,Wednesday,False,평시,False,HIGH,3,62.8,13.56,68.73,-18.01,0.213,False
3751,신촌역,2,19.66,59,2025-10-29 11:22:55.197672,2025-10-29,11,22,2,Wednesday,False,평시,False,LOW,1,57.57,23.3,50.72,-31.06,-1.045,False
8906,신촌역,2,5.48,15,2025-10-29 11:42:55.197672,2025-10-29,11,42,2,Wednesday,False,평시,False,LOW,1,43.81,30.25,19.66,-14.18,-1.62,False
4503,신촌역,2,5.59,14,2025-10-29 12:26:55.197672,2025-10-29,12,26,2,Wednesday,False,점심,False,LOW,1,30.04,28.43,5.48,0.11,-1.615,False
3584,신촌역,2,17.06,56,2025-10-29 12:29:55.197672,2025-10-29,12,29,2,Wednesday,False,점심,False,LOW,1,19.7,18.51,5.59,11.47,-1.15,False
8184,신촌역,2,9.69,27,2025-10-29 12:33:55.197672,2025-10-29,12,33,2,Wednesday,False,점심,False,LOW,1,11.5,6.56,17.06,-7.37,-1.449,False
2868,신촌역,2,13.69,42,2025-10-29 14:44:55.197672,2025-10-29,14,44,2,Wednesday,False,평시,False,LOW,1,10.3,5.07,9.69,4.0,-1.287,False
1671,신촌역,2,8.47,23,2025-10-29 14:58:55.197672,2025-10-29,14,58,2,Wednesday,False,평시,False,LOW,1,10.9,4.51,13.69,-5.22,-1.498,False
2385,신촌역,2,11.03,30,2025-10-29 15:14:55.197672,2025-10-29,15,14,2,Wednesday,False,평시,False,LOW,1,11.99,3.43,8.47,2.56,-1.395,False
358,신촌역,2,43.5,131,2025-10-29 17:33:55.197672,2025-10-29,17,33,2,Wednesday,False,평시,False,MEDIUM,2,17.28,14.79,11.03,32.47,-0.079,False
371,신촌역,2,60.77,210,2025-10-29 20:48:55.197672,2025-10-29,20,48,2,Wednesday,False,퇴근,True,HIGH,3,27.49,23.38,43.5,17.27,0.621,False
8378,신촌역,2,80.2,222,2025-10-29 22:53:55.197672,2025-10-29,22,53,2,Wednesday,False,평시,False,VERY_HIGH,4,40.79,31.18,60.77,19.43,1.408,False
7757,신촌역,2,61.43,155,2025-10-29 22:59:55.197672,2025-10-29,22,59,2,Wednesday,False,평시,False,HIGH,3,51.39,26.03,80.2,-18.77,0.647,False
4292,신촌역,2,53.31,176,2025-10-30 01:05:55.197672,2025-10-30,1,5,3,Thursday,False,심야,False,HIGH,3,59.84,13.49,61.43,-8.12,0.318,False
3894,신촌역,2,50.64,172,2025-10-30 04:53:55.197672,2025-10-30,4,53,3,Thursday,False,심야,False,HIGH,3,61.27,11.56,53.31,-2.67,0.21,False
7307,신촌역,2,62.15,176,2025-10-30 04:59:55.197672,2025-10-30,4,59,3,Thursday,False,심야,False,HIGH,3,61.55,11.57,50.64,11.51,0.676,False
1771,신촌역,2,33.47,89,2025-10-30 05:44:55.197672,2025-10-30,5,44,3,Thursday,False,심야,False,MEDIUM,2,52.2,11.6,62.15,-28.68,-0.485,False
7845,신촌역,2,83.97,245,2025-10-30 07:17:55.197672,2025-10-30,7,17,3,Thursday,False,출근,True,VERY_HIGH,4,56.71,18.45,33.47,50.5,1.561,False
1658,신촌역,2,89.92,303,2025-10-30 07:38:55.197672,2025-10-30,7,38,3,Thursday,False,출근,True,VERY_HIGH,4,64.03,23.37,83.97,5.95,1.802,False
9898,신촌역,2,86.34,283,2025-10-30 08:42:55.197672,2025-10-30,8,42,3,Thursday,False,출근,True,VERY_HIGH,4,71.17,23.71,89.92,-3.58,1.657,False
7436,신촌역,2,86.13,266,2025-10-30 09:56:55.197672,2025-10-30,9,56,3,Thursday,False,출근,True,VERY_HIGH,4,75.97,23.85,86.34,-0.21,1.648,False
7387,신촌역,2,41.88,113,2025-10-30 10:12:55.197672,2025-10-30,10,12,3,Thursday,False,평시,False,MEDIUM,2,77.65,20.11,86.13,-44.25,-0.145,False
7886,신촌역,2,38.07,127,2025-10-30 10:21:55.197672,2025-10-30,10,21,3,Thursday,False,평시,False,MEDIUM,2,68.47,26.09,41.88,-3.81,-0.299,False
9940,신촌역,2,8.94,27,2025-10-30 11:35:55.197672,2025-10-30,11,35,3,Thursday,False,평시,False,LOW,1,52.27,33.52,38.07,-29.13,-1.479,False
7078,신촌역,2,17.62,61,2025-10-30 12:18:55.197672,2025-10-30,12,18,3,Thursday,False,점심,False,LOW,1,38.53,29.96,8.94,8.68,-1.128,False
6067,신촌역,2,8.56,29,2025-10-30 14:37:55.197672,2025-10-30,14,37,3,Thursday,False,평시,False,LOW,1,23.01,15.96,17.62,-9.06,-1.495,False
3212,신촌역,2,9.53,24,2025-10-30 14:47:55.197672,2025-10-30,14,47,3,Thursday,False,평시,False,LOW,1,16.54,12.6,8.56,0.97,-1.455,False
5924,신촌역,2,8.5,25,2025-10-30 16:34:55.197672,2025-10-30,16,34,3,Thursday,False,평시,False,LOW,1,10.63,3.93,9.53,-1.03,-1.497,False
2288,신촌역,2,45.65,158,2025-10-30 17:30:55.197672,2025-10-30,17,30,3,Thursday,False,평시,False,MEDIUM,2,17.97,15.94,8.5,37.15,0.008,False
4667,신촌역,2,43.12,123,2025-10-30 18:15:55.197672,2025-10-30,18,15,3,Thursday,False,퇴근,True,MEDIUM,2,23.07,19.48,45.65,-2.53,-0.095,False
6788,신촌역,2,33.69,92,2025-10-30 19:02:55.197672,2025-10-30,19,2,3,Thursday,False,퇴근,True,MEDIUM,2,28.1,17.99,43.12,-9.43,-0.477,False
6567,신촌역,2,35.56,110,2025-10-30 19:43:55.197672,2025-10-30,19,43,3,Thursday,False,퇴근,True,MEDIUM,2,33.3,14.74,33.69,1.87,-0.401,False
3674,신촌역,2,33.75,113,2025-10-30 20:01:55.197672,2025-10-30,20,1,3,Thursday,False,퇴근,True,MEDIUM,2,38.35,5.63,35.56,-1.81,-0.474,False
8661,신촌역,2,88.38,295,2025-10-30 20:42:55.197672,2025-10-30,20,42,3,Thursday,False,퇴근,True,VERY_HIGH,4,46.9,23.51,33.75,54.63,1.739,False
7688,신촌역,2,69.1,217,2025-10-30 21:12:55.197672,2025-10-30,21,12,3,Thursday,False,평시,False,HIGH,3,52.1,25.27,88.38,-19.28,0.958,False
6793,신촌역,2,61.96,183,2025-10-30 21:20:55.197672,2025-10-30,21,20,3,Thursday,False,평시,False,HIGH,3,57.75,23.2,69.1,-7.14,0.669,False
4314,신촌역,2,64.93,183,2025-10-30 22:36:55.197672,2025-10-30,22,36,3,Thursday,False,평시,False,HIGH,3,63.62,19.62,61.96,2.97,0.789,False
9935,신촌역,2,50.26,168,2025-10-30 23:26:55.197672,2025-10-30,23,26,3,Thursday,False,평시,False,HIGH,3,66.93,13.89,64.93,-14.67,0.195,False
